Player,Team,Pos,RkOv,FPts,PPG,Ros%,G1 Start,ADP,Big 3 ADP,Starts,% Starts,% SiS,PPS,Median PPS,Median - Mean,PP90,xPP90,xPP90 Δ,gPPS,gPPS Form,23/24 gPPS,gPP90,Ceiling,Floor,GACS%,Mins,Total SP,SPP90,SP%,SP Reliance%,Prev SP,Prev FPts,Prev gPts,ProjFPts,ProjGPts,ProjMins,ProjGS,Big 3 Ros%,ROS Rank,+/-,WARPS,WAR,Last Updated
Guido Rodriguez,WHU,M,360,52.50,2.39,2,,1093.40,300.00,16,42,44,3.2,3.4,0.2,4.9,4.7,0.2,3.6,,,5.1,6.0,0.4,16,1140,0,0.0,0,0,0,,,3.5,3.2,71,0,0,200,0,-0.04,-0.61,6/27/2025 12:40pm
Justin Devenny,CRY,M,361,52.25,2.38,0,,300.00,300.00,4,11,13,5.6,4.5,-1.1,10.8,10.0,0.8,3.9,,,8.3,10.2,1.0,26,479,14,2.5,40,7,0,,,5.5,4.5,64,0,3,200,0,-0.01,-0.06,6/27/2025 12:40pm
Nico O'Reilly,MCI,M,362,52.00,5.78,26,checked,300.00,300.00,6,16,20,8.6,6.5,-2.1,9.0,8.3,0.7,5.1,4.8,,5.3,15.2,2.0,40,522,0,0.0,0,0,0,,,6.0,4.4,80,1,75,200,0,0.02,0.10,6/27/2025 12:40pm
Nathan Broadhead,IPS,F,363,51.75,3.04,1,,379.80,300.00,7,18,18,7.3,4.8,-2.5,8.8,9.2,-0.3,5.0,,,6.7,12.6,1.9,27,680,3,0.4,8,0,0,,6.00,7.6,5.3,74,0,0,200,0,-0.01,-0.04,6/27/2025 12:40pm
James Hill,BOU,D,364,51.75,5.17,0,,300.00,300.00,6,16,19,7.4,7.6,0.3,10.6,10.4,0.2,7.9,,,12.0,12.1,2.6,25,440,0,0.0,0,0,0,,,8.7,6.6,65,0,3,200,0,0.01,0.04,6/27/2025 12:40pm
Jack Taylor,IPS,M,365,51.75,1.67,0,,300.00,300.00,4,11,12,4.1,3.8,-0.3,5.8,5.8,-0.0,4.6,2.6,,5.7,9.2,-1.1,17,809,3,0.3,6,0,0,,,4.3,3.4,75,0,0,200,0,-0.03,-0.12,6/27/2025 12:40pm
Ramon Sosa,NOT,F,366,51.50,2.71,0,,300.00,300.00,1,3,3,6.5,6.5,0.0,17.6,18.6,-1.0,6.5,,,15.2,6.5,6.5,17,264,5,1.6,26,0,0,,,7.0,5.4,68,0,0,200,0,-0.01,-0.01,6/27/2025 12:40pm
Jack Stephens,SOU,D,367,50.75,2.67,1,checked,1065.80,300.00,17,45,74,3.0,3.3,0.3,3.3,3.6,-0.3,6.0,6.6,,6.7,8.8,-2.9,43,1389,0,0.0,0,0,0,,,0.9,4.3,82,1,0,200,0,-0.04,-0.65,6/27/2025 12:40pm
James Bree,SOU,D,368,50.25,2.96,1,,300.00,300.00,13,34,41,3.0,1.8,-1.3,4.2,4.2,0.0,6.6,,,8.4,8.0,-2.0,26,1066,4,0.3,6,8,0,,,1.9,5.2,79,0,0,200,0,-0.04,-0.49,6/27/2025 12:40pm
Enes Unal,BOU,F,369,50.00,2.94,2,,394.00,182.50,2,5,12,3.1,3.1,0.0,14.3,15.1,-0.8,4.1,,,8.6,7.5,-1.3,48,314,3,0.8,10,22,0,,,,,,,0,200,0,-0.04,-0.08,6/27/2025 12:40pm
Mark Travers,BOU,G,370,49.25,9.85,1,,300.00,300.00,5,13,22,9.9,8.3,-1.6,9.9,8.9,0.9,10.3,,,10.3,14.3,5.4,16,450,0,0.0,0,0,0,,,,,,,0,200,0,0.03,0.14,6/27/2025 12:40pm
Ferdi Kadioglu,BHA,M,371,48.75,8.12,4,,300.00,300.00,5,13,71,8.4,8.3,-0.2,11.4,10.4,1.0,6.6,,,9.3,14.1,2.7,23,384,0,0.0,0,0,0,,,,,,,0,200,0,0.01,0.07,6/27/2025 12:40pm
Jannik Vestergaard,LEI,D,372,48.50,2.69,1,,1080.70,300.00,16,42,80,2.7,2.4,-0.3,3.1,4.9,-1.8,7.6,,,8.7,6.5,-1.2,0,1389,0,0.0,0,0,0,,,1.3,5.9,81,0,0,200,0,-0.04,-0.66,6/27/2025 12:40pm
James Mcatee,MCI,M,373,47.75,3.18,15,,398.60,171.00,3,8,9,6.9,3.0,-3.9,13.0,13.3,-0.3,4.6,,,6.2,15.0,-1.2,57,331,2,0.5,6,0,0,,,9.7,5.6,81,0,10,147,-9,0.00,0.00,6/27/2025 12:40pm
Wilson Odobert,TOT,F,374,47.75,3.18,14,checked,300.00,300.00,9,24,56,4.9,4.3,-0.7,5.2,6.5,-1.2,3.9,4.6,,4.3,8.9,1.0,18,837,1,0.1,1,0,0,,,7.2,4.5,80,1,46,200,0,-0.03,-0.23,6/27/2025 12:40pm
Sean Longstaff,NEW,M,375,47.00,1.88,2,,362.70,300.00,8,21,21,4.4,3.5,-0.9,5.5,5.6,-0.1,3.7,,,5.1,7.9,0.9,17,767,2,0.2,3,0,0,,,5.9,4.6,85,0,0,200,0,-0.03,-0.21,6/27/2025 12:40pm
Luke Woolfenden,IPS,D,376,47.00,3.13,1,,1134.10,300.00,12,32,43,3.7,3.9,0.2,3.6,3.9,-0.4,7.5,,,7.7,7.4,-0.1,13,1184,0,0.0,0,0,0,,,3.8,5.6,90,0,0,200,0,-0.03,-0.38,6/27/2025 12:40pm
John Stones,MCI,D,377,45.50,4.14,20,,126.90,155.00,6,16,40,4.7,2.1,-2.5,7.6,6.8,0.8,5.7,,,7.3,13.2,-3.9,57,540,0,0.0,0,0,0,,,,,,,0,200,0,-0.02,-0.13,6/27/2025 12:40pm
Tim Iroegbunam,EVE,M,378,45.25,2.51,1,,1151.20,300.00,5,13,23,4.0,2.3,-1.8,7.4,6.9,0.5,4.8,,,7.7,7.5,0.5,13,550,0,0.0,0,0,0,,,7.2,6.5,79,0,0,200,0,-0.03,-0.15,6/27/2025 12:40pm
Oliver Scarles,WHU,D,379,45.25,3.23,1,,300.00,300.00,7,18,33,6.1,5.3,-0.9,7.0,7.0,0.0,6.1,,,8.1,11.5,0.7,24,652,0,0.0,0,0,0,,7.25,3.7,3.5,66,0,0,200,0,-0.01,-0.05,6/27/2025 12:40pm
Hwang Hee-Chan,WOL,F,380,45.00,2.14,19,,123.30,137.00,5,13,17,3.4,1.5,-1.9,6.4,4.1,2.3,1.6,,,3.0,8.0,-1.3,53,632,0,0.0,0,0,0,,,6.8,3.4,77,0,3,200,0,-0.04,-0.20,6/27/2025 12:40pm
Ben Chilwell,CRY,D,381,44.75,5.59,27,,126.60,155.00,1,3,8,20.8,20.8,0.0,16.2,16.3,-0.1,14.8,,,16.2,20.8,20.8,22,248,4,1.4,22,34,0,,,6.1,8.6,75,0,0,200,0,0.14,0.14,6/27/2025 12:40pm
Ibrahim Sangare,NOT,M,382,44.75,3.73,2,checked,1155.00,300.00,7,18,39,4.5,5.0,0.5,7.2,6.6,0.6,5.0,4.4,,6.9,6.7,2.3,17,578,0,0.0,0,0,0,,1.50,5.6,4.8,73,1,3,200,0,-0.03,-0.18,6/27/2025 12:40pm
Tommy Doyle,WOL,M,383,44.25,1.84,1,,300.00,300.00,3,8,9,4.7,3.3,-1.4,8.7,9.2,-0.5,3.3,,,7.9,9.9,-0.6,14,459,13,2.5,47,9,0,,,9.3,7.5,83,0,0,200,0,-0.02,-0.07,6/27/2025 12:40pm
Diego Gomez,BHA,M,384,42.00,2.80,1,,300.00,300.00,4,11,24,6.6,7.0,0.4,13.1,12.7,0.5,6.6,,,10.1,9.0,4.2,21,500,10,1.8,25,7,3,,,8.7,7.6,72,0,0,200,0,0.00,-0.02,6/27/2025 12:40pm
Conor Townsend,IPS,D,385,41.50,6.92,0,,1077.80,179.00,3,8,9,10.1,12.0,1.9,11.2,9.6,1.7,10.4,,,13.1,14.1,6.1,17,333,5,1.3,26,0,0,,,7.5,8.4,87,0,0,200,0,0.03,0.10,6/27/2025 12:40pm
Mason Mount,MUN,M,386,41.25,2.58,39,checked,139.70,140.00,8,21,40,5.6,4.0,-1.6,7.7,11.1,-3.5,4.4,6.6,,6.8,11.3,-0.1,23,605,5,0.7,11,4,1,,9.25,6.5,4.3,60,1,28,200,0,-0.01,-0.11,6/27/2025 12:40pm
Joseph Gomez,LIV,D,387,40.75,4.53,3,,343.40,188.00,6,16,32,4.4,3.4,-1.0,7.1,8.7,-1.6,6.4,,,9.2,7.8,1.0,15,516,0,0.0,0,0,0,,,,,,,0,200,0,-0.02,-0.14,6/27/2025 12:40pm
Alex McCarthy,SOU,G,388,40.75,8.15,1,,300.00,300.00,5,13,13,8.2,9.3,1.1,8.2,9.0,-0.9,13.4,,,13.4,15.0,1.3,0,450,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.01,0.06,6/27/2025 12:40pm
Sven Botman,NEW,D,389,40.50,5.79,8,checked,379.70,300.00,6,16,60,9.0,8.9,-0.2,12.7,14.2,-1.5,8.7,9.1,,12.3,15.1,3.0,21,409,0,0.0,0,0,0,,11.25,7.6,5.5,86,1,0,126,74,0.02,0.14,6/27/2025 12:40pm
Sam Johnstone,WOL,G,390,40.25,5.75,2,,300.00,300.00,7,18,28,5.8,6.3,0.5,5.8,6.9,-1.1,10.6,,,10.6,10.8,0.7,0,630,0,0.0,0,0,0,,,,,,,0,200,0,-0.01,-0.09,6/27/2025 12:40pm
Victor Lindelof,MUN,D,391,40.25,2.68,1,,1191.10,176.00,6,16,26,6.5,6.1,-0.4,6.6,6.8,-0.2,6.8,5.2,,7.6,13.1,-0.1,24,690,0,0.0,0,0,0,,4.25,3.7,5.8,83,0,0,200,0,0.00,-0.02,6/27/2025 12:40pm
Nathan Ake,MCI,D,392,40.00,4.00,19,,128.40,153.50,8,21,42,4.8,4.9,0.1,5.3,4.9,0.4,4.8,,,5.9,8.7,0.9,45,675,0,0.0,0,0,0,,,4.6,4.2,83,0,3,200,0,-0.02,-0.16,6/27/2025 12:40pm
Filip Jorgensen,CHE,G,393,40.00,6.67,5,,300.00,300.00,6,16,16,6.7,6.5,-0.2,6.7,6.7,-0.1,8.3,,,8.3,9.6,3.7,20,540,0,0.0,0,0,0,,,7.7,7.7,90,0,7,200,0,0.00,-0.02,6/27/2025 12:40pm
Leny Yoro,MUN,D,394,39.75,1.89,12,checked,148.10,184.00,12,32,57,2.0,2.5,0.5,3.1,4.4,-1.3,5.5,,,7.2,5.2,-1.2,15,1149,0,0.0,0,0,0,,,2.2,4.1,81,1,3,200,0,-0.05,-0.57,6/27/2025 12:40pm
Welington Damascena Santos,SOU,D,395,38.75,4.31,1,checked,300.00,300.00,6,16,46,6.2,4.8,-1.4,7.6,7.2,0.5,8.2,8.1,,10.7,11.2,1.1,15,475,7,1.3,24,0,1,,5.50,2.6,5.0,64,1,0,200,0,-0.01,-0.04,6/27/2025 12:40pm
Nico Gonzalez,MCI,M,396,38.50,3.85,13,checked,300.00,300.00,9,24,64,3.3,3.5,0.2,5.2,4.0,1.2,2.6,,,3.4,5.9,0.7,48,758,0,0.0,0,0,0,,4.25,2.9,1.5,81,1,17,200,0,-0.04,-0.34,6/27/2025 12:40pm
Romain Esse,CRY,M,397,38.25,6.38,6,,300.00,300.00,1,3,7,22.3,22.3,0.0,27.0,15.9,11.1,10.3,,,12.4,22.3,22.3,54,129,0,0.0,0,0,0,,,6.4,6.0,72,0,0,200,0,0.15,0.15,6/27/2025 12:40pm
Oliver Skipp,LEI,M,398,37.50,1.63,1,,300.00,300.00,10,26,29,3.1,3.0,-0.1,3.4,3.8,-0.4,3.6,2.3,,4.4,5.5,0.6,7,1103,0,0.0,0,0,0,,2.50,4.3,3.9,78,0,0,200,0,-0.04,-0.40,6/27/2025 12:40pm
Raheem Sterling,ARS,F,399,36.25,2.27,18,,132.70,139.00,7,18,24,3.3,2.0,-1.3,7.2,7.8,-0.7,2.4,,,5.3,6.0,0.5,31,481,3,0.5,6,0,0,,2.00,11.5,6.4,78,0,7,144,56,-0.04,-0.28,6/27/2025 12:40pm
Evan Ferguson,WHU,F,400,36.25,1.73,12,,224.00,165.00,3,8,11,1.7,1.8,0.1,8.8,10.1,-1.2,1.7,,,6.7,4.8,-1.5,25,369,1,0.4,5,0,0,,,7.9,4.9,70,0,7,200,0,-0.05,-0.16,6/27/2025 12:40pm
Patson Daka,LEI,F,401,35.25,1.60,3,checked,289.60,165.00,6,16,22,1.1,0.5,-0.6,4.6,5.0,-0.4,1.1,,,3.4,2.5,-0.2,25,700,0,0.0,0,0,0,,0.50,6.5,3.9,79,1,0,200,0,-0.06,-0.35,6/27/2025 12:40pm
Kieran Tierney,ARS,D,402,35.25,2.94,1,,300.00,300.00,2,5,8,14.3,14.3,0.0,20.2,20.4,-0.2,7.3,,,15.0,21.0,7.5,29,242,0,0.0,0,0,0,,11.00,10.8,8.2,61,0,7,200,0,0.07,0.15,6/27/2025 12:40pm
Craig Dawson,WOL,D,403,34.75,2.32,1,,1129.60,300.00,10,26,48,3.2,3.8,0.5,3.2,5.2,-1.9,7.7,,,8.0,10.3,-3.9,37,965,0,0.0,0,0,0,,,,,,,0,200,0,-0.04,-0.36,6/27/2025 12:40pm
Christian Walton,IPS,G,404,34.75,5.79,1,,300.00,300.00,7,18,21,5.4,4.0,-1.4,5.4,6.9,-1.5,9.7,,,9.7,12.5,-1.6,21,630,0,0.0,0,0,0,,9.25,7.7,7.7,90,0,0,200,0,-0.02,-0.11,6/27/2025 12:40pm
Nathan Patterson,EVE,D,405,34.25,3.42,3,,1140.60,300.00,3,8,11,6.4,3.8,-2.7,9.2,9.2,0.0,7.4,,,11.0,13.3,-0.5,20,337,0,0.0,0,0,0,,,3.1,5.8,83,0,14,200,0,0.00,-0.01,6/27/2025 12:40pm
Lewis Miley,NEW,M,406,33.75,2.41,1,,300.00,300.00,1,3,4,19.3,19.3,0.0,10.3,9.0,1.4,10.3,,,7.6,19.3,19.3,27,294,0,0.0,0,0,0,,,9.6,7.5,80,0,0,200,0,0.12,0.12,6/27/2025 12:40pm
Diego Carlos,AVL,D,407,33.75,3.38,1,,1118.80,300.00,8,21,47,3.6,3.0,-0.6,3.7,5.0,-1.4,6.1,,,5.9,8.0,-0.8,36,826,0,0.0,0,0,0,,,,,,,0,200,0,-0.03,-0.26,6/27/2025 12:40pm
Tyrique George,CHE,F,408,33.25,4.16,14,,300.00,300.00,1,3,5,3.0,3.0,0.0,17.5,12.8,4.7,3.0,,,10.7,3.0,3.0,45,171,0,0.0,0,0,0,,,9.6,5.7,75,0,3,107,93,-0.04,-0.04,6/27/2025 12:40pm
Igor Julio,BHA,D,409,31.50,2.62,1,,300.00,300.00,10,26,43,3.7,3.8,0.0,3.4,3.5,-0.1,6.5,,,6.8,7.3,0.2,16,956,0,0.0,0,0,0,,7.00,4.6,5.5,83,0,0,200,0,-0.03,-0.31,6/27/2025 12:40pm
Philip Billing,BOU,M,410,30.50,3.05,1,,377.80,300.00,1,3,8,6.0,6.0,0.0,16.5,23.0,-6.5,8.0,,,17.6,6.0,6.0,0,166,7,3.6,46,0,0,,,,,,,0,200,0,-0.01,-0.01,6/27/2025 12:40pm
Adam Lallana,SOU,M,411,30.25,2.16,1,,1141.00,300.00,5,13,25,3.4,2.0,-1.4,7.9,6.7,1.3,3.4,,,6.9,7.0,-0.2,40,343,0,0.0,0,0,0,,,,,,,0,200,0,-0.04,-0.18,6/27/2025 12:40pm
Abdukodir Khusanov,MCI,D,412,29.50,4.92,8,,300.00,300.00,6,16,55,4.9,5.9,1.0,5.3,5.9,-0.7,6.1,,,6.5,10.5,-0.7,41,503,0,0.0,0,0,0,,,5.0,5.1,84,0,10,200,0,-0.02,-0.11,6/27/2025 12:40pm
Cheick Doucoure,CRY,M,413,29.50,2.27,1,,1126.10,300.00,4,11,24,2.5,3.6,1.1,6.1,5.6,0.5,3.0,,,5.1,5.4,-0.4,24,434,0,0.0,0,0,0,,,,,,,0,200,0,-0.05,-0.18,6/27/2025 12:40pm
Kyle Walker,MCI,D,414,28.75,1.92,27,,82.00,143.00,9,24,53,3.3,3.0,-0.3,2.7,3.4,-0.7,7.7,,,7.2,7.6,-1.1,0,962,0,0.0,0,0,0,,,,,,,0,200,0,-0.04,-0.32,6/27/2025 12:40pm
Yerson Mosquera,WOL,D,415,28.00,5.60,1,,1113.50,300.00,5,13,100,5.6,8.0,2.4,5.7,8.9,-3.2,11.2,,,11.4,12.3,-1.1,0,441,0,0.0,0,0,0,,,,,,,0,200,0,-0.01,-0.06,6/27/2025 12:40pm
Taiwo Awoniyi,NOT,F,416,27.25,1.05,9,,145.80,155.50,3,8,9,1.3,0.8,-0.5,6.5,9.0,-2.5,1.3,,,4.3,2.1,0.4,33,379,0,0.0,0,0,0,,,,,,,0,200,0,-0.06,-0.17,6/27/2025 12:40pm
Jonny Evans,MUN,D,417,27.25,4.54,1,,1102.80,300.00,3,8,18,7.8,4.8,-3.1,9.9,9.6,0.3,7.8,,,9.9,15.7,-0.0,18,308,0,0.0,0,0,0,,,5.1,7.3,83,0,0,200,0,0.01,0.03,6/27/2025 12:40pm
Nathan Wood,SOU,D,418,25.25,2.52,0,checked,300.00,300.00,9,24,36,3.6,3.0,-0.6,3.6,3.6,0.0,7.0,,,8.1,8.2,-0.9,19,769,0,0.0,0,0,0,,9.75,0.2,3.8,75,1,0,200,0,-0.03,-0.28,6/27/2025 12:40pm
Joe Lumley,SOU,G,419,25.25,8.42,0,,300.00,300.00,3,8,38,8.4,9.0,0.6,8.4,7.0,1.4,13.1,,,13.1,12.1,4.8,0,270,0,0.0,0,0,0,,,,,,,0,200,0,0.01,0.04,6/27/2025 12:40pm
Lloyd Kelly,NEW,D,420,24.75,2.48,1,,369.40,300.00,4,11,17,5.5,3.8,-1.8,7.5,7.8,-0.3,7.8,,,10.3,10.6,0.4,28,296,0,0.0,0,0,0,,,,,,,0,200,0,-0.01,-0.05,6/27/2025 12:40pm
Daniel Jebbison,BOU,F,421,24.25,1.62,0,,1200.40,300.00,0,0,0,0.0,0.0,0.0,24.7,25.9,-1.2,,,,17.9,0.0,0.0,36,92,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Neto,ARS,G,422,23.75,11.88,8,,300.00,300.00,2,5,6,11.9,11.9,0.0,11.9,11.0,0.9,13.9,,,13.9,15.9,7.8,0,180,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.05,0.10,6/27/2025 12:40pm
Mikey Moore,TOT,M,423,23.75,2.38,3,,300.00,300.00,3,8,17,2.0,1.5,-0.5,6.1,3.9,2.2,2.0,,,3.0,3.8,0.2,51,352,6,1.5,19,25,0,,,6.6,2.9,61,1,3,200,0,-0.05,-0.15,6/27/2025 12:40pm
Antony,MUN,M,424,23.50,2.94,3,,277.50,300.00,0,0,0,0.0,0.0,0.0,16.4,23.1,-6.7,,,,16.4,0.0,0.0,0,129,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Ricardo Pereira,LEI,D,425,22.75,2.53,13,,130.50,149.00,4,11,22,1.9,1.6,-0.3,5.1,5.8,-0.7,5.4,,,9.4,5.5,-1.8,0,376,0,0.0,0,0,0,,,1.8,4.8,68,0,7,200,0,-0.05,-0.20,6/27/2025 12:40pm
Andres Garcia,AVL,F,426,22.00,3.14,1,,300.00,300.00,5,13,31,3.9,4.3,0.4,6.3,6.7,-0.3,3.9,,,6.3,5.6,2.2,0,314,0,0.0,0,0,0,,,4.7,3.9,56,0,0,200,0,-0.03,-0.17,6/27/2025 12:40pm
Willian,FUL,F,427,21.25,2.12,6,,300.00,300.00,2,5,14,5.0,5.0,0.0,7.8,9.9,-2.1,5.0,,,7.8,9.2,0.8,0,244,8,2.9,41,38,0,,,7.2,5.1,77,0,7,200,0,-0.02,-0.05,6/27/2025 12:40pm
Nathaniel Clyne,CRY,D,428,21.25,1.63,0,,300.00,300.00,5,13,14,2.3,3.0,0.7,4.1,4.9,-0.9,6.3,,,7.5,4.6,-0.0,28,471,0,0.0,0,0,0,,,-0.0,3.8,82,0,0,200,0,-0.04,-0.22,6/27/2025 12:40pm
Benoit Badiashile,CHE,D,429,21.00,4.20,1,,1149.80,300.00,3,8,14,4.5,5.5,1.0,5.7,5.7,0.0,7.8,,,8.5,7.2,1.9,0,330,0,0.0,0,0,0,,,6.2,6.2,87,0,0,200,0,-0.02,-0.07,6/27/2025 12:40pm
William Osula,NEW,F,430,20.25,1.56,1,,1121.50,300.00,0,0,0,0.0,0.0,0.0,17.4,12.3,5.2,,,,10.4,0.0,0.0,40,115,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Kiernan Dewsbury-Hall,CHE,M,431,20.00,1.67,19,,105.80,68.50,2,5,8,7.4,7.4,0.0,7.7,8.6,-0.9,4.4,,,5.5,10.0,4.7,28,249,2,0.7,9,0,0,,,5.5,3.6,67,0,3,200,0,0.00,0.01,6/27/2025 12:40pm
Luis Guilherme,WHU,F,432,19.75,1.65,1,,393.80,300.00,1,3,3,3.0,3.0,0.0,13.9,16.8,-3.0,3.0,,,13.9,3.0,3.0,0,128,2,1.3,24,10,0,,,8.5,6.0,60,0,0,200,0,-0.04,-0.04,6/27/2025 12:40pm
Armando Broja,EVE,F,433,19.50,1.95,2,,300.00,300.00,4,11,31,2.8,2.3,-0.5,5.5,6.1,-0.6,2.8,,,6.0,4.8,0.7,0,321,0,0.0,0,0,0,,,6.6,5.1,58,0,7,200,0,-0.04,-0.18,6/27/2025 12:40pm
Wataru Endo,LIV,M,434,19.25,1.01,2,checked,343.30,300.00,1,3,3,5.5,5.5,0.0,8.4,8.6,-0.2,5.5,,,8.4,5.5,5.5,0,246,0,0.0,0,0,0,,,6.3,5.8,77,1,7,200,0,-0.02,-0.02,6/27/2025 12:40pm
Jarell Quansah,LIV,D,435,18.75,1.44,13,checked,143.30,120.00,4,11,11,1.5,2.3,0.8,3.5,5.4,-1.9,8.3,,,9.6,6.5,-3.5,0,483,0,0.0,0,0,0,,,10.0,8.4,82,1,28,139,11,-0.05,-0.21,6/27/2025 12:40pm
Daniel Bentley,WOL,G,436,18.75,9.38,2,,300.00,300.00,2,5,11,9.4,9.4,0.0,9.4,10.4,-1.0,9.4,,,9.4,13.8,5.0,43,180,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.02,0.05,6/27/2025 12:40pm
Toby Collyer,MUN,M,437,18.75,3.12,1,,300.00,300.00,0,0,0,0.0,0.0,0.0,9.9,11.8,-1.9,,,,9.9,0.0,0.0,0,170,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Emil Krafth,NEW,D,438,18.00,1.50,1,,300.00,300.00,2,5,8,5.5,5.5,0.0,5.0,2.7,2.3,7.5,,,7.2,8.0,3.0,0,327,0,0.0,0,0,0,,,6.6,5.5,90,0,0,200,0,-0.01,-0.03,6/27/2025 12:40pm
Matheus Franca,CRY,F,439,17.75,5.92,1,,1140.30,169.00,0,0,0,0.0,0.0,0.0,32.6,21.0,11.6,,,,16.1,0.0,0.0,51,49,0,0.0,0,0,0,,,9.2,7.6,83,0,0,200,0,0.00,0.00,6/27/2025 12:40pm
James Milner,BHA,M,440,17.50,5.83,2,,1125.40,300.00,3,8,75,5.8,6.5,0.7,9.3,10.9,-1.6,6.2,,,9.8,10.4,1.3,6,170,6,3.1,44,23,0,,,,,,,0,200,0,-0.01,-0.04,6/27/2025 12:40pm
Hamza Choudhury,LEI,M,441,16.50,4.12,0,,300.00,300.00,1,3,7,4.3,4.3,0.0,11.8,13.5,-1.7,4.3,,,11.8,4.3,4.3,0,126,0,0.0,0,0,0,,,,,,,0,200,0,-0.03,-0.03,6/27/2025 12:40pm
Jorge Cuenca,FUL,D,442,16.25,2.32,0,,1118.20,300.00,4,11,15,3.6,4.4,0.8,4.3,3.8,0.4,7.1,,,8.4,5.8,1.3,0,349,0,0.0,0,0,0,,4.25,2.9,5.4,85,0,0,200,0,-0.03,-0.13,6/27/2025 12:40pm
Jason Steele,BHA,G,443,15.75,7.88,3,,300.00,300.00,2,5,8,7.9,7.9,0.0,7.9,7.0,0.9,4.9,,,4.9,10.2,5.6,51,180,0,0.0,0,0,0,,,,,,,0,200,0,0.01,0.02,6/27/2025 12:40pm
Joshua King,FUL,M,444,15.25,2.18,0,,300.00,300.00,1,3,4,8.3,8.3,0.0,11.7,15.5,-3.8,7.3,,,11.0,8.3,8.3,6,121,0,0.0,0,0,0,,,7.3,5.2,61,0,0,200,0,0.01,0.01,6/27/2025 12:40pm
Willy Boly,NOT,D,445,15.00,2.50,14,,131.60,155.00,1,3,3,10.0,10.0,0.0,9.4,7.9,1.5,12.0,,,12.0,10.0,10.0,0,143,0,0.0,0,0,0,,,6.5,8.2,78,0,0,200,0,0.03,0.03,6/27/2025 12:40pm
Igor Thiago,BRF,F,446,15.00,2.14,12,,143.70,158.00,1,3,0,6.8,6.8,0.0,8.6,,,6.8,,,8.6,6.8,6.8,0,160,0,0.0,0,0,0,,,,,,,3,200,0,-0.01,-0.01,6/27/2025 12:40pm
Robin Olsen,AVL,G,447,14.75,4.92,1,,300.00,300.00,1,3,3,14.3,14.3,0.0,7.5,7.9,-0.4,6.3,,,9.1,14.3,14.3,43,225,0,0.0,0,0,0,,,7.7,7.7,90,0,0,200,0,0.07,0.07,6/27/2025 12:40pm
Ben Brereton,SOU,F,448,14.50,1.45,4,,164.80,147.00,4,11,29,3.1,2.1,-0.9,3.0,4.7,-1.8,3.6,,,3.4,5.4,0.8,0,442,0,0.0,0,0,0,,,,,,,0,200,0,-0.04,-0.17,6/27/2025 12:40pm
Danilo,NOT,M,449,14.00,1.75,1,,394.40,149.00,5,13,36,2.2,2.0,-0.2,4.7,4.7,0.0,2.0,,,4.4,4.1,0.3,7,268,1,0.3,5,0,0,,,4.1,3.0,74,0,0,200,0,-0.05,-0.24,6/27/2025 12:40pm
Ben Mee,BRF,D,450,13.75,1.96,2,,307.40,146.50,2,5,6,5.5,5.5,0.0,7.0,8.3,-1.3,6.5,,,10.0,11.2,-0.2,44,177,0,0.0,0,0,0,,,6.3,7.0,86,0,0,200,0,-0.01,-0.03,6/27/2025 12:40pm
Jeffrey Schlupp,CRY,M,451,13.75,1.15,0,,1125.70,300.00,0,0,0,0.0,0.0,0.0,14.2,17.3,-3.1,,,,14.2,0.0,0.0,0,87,0,0.0,0,0,0,,,,,,,0,200,0,0.00,0.00,6/27/2025 12:40pm
Sergio Reguilon,TOT,D,452,13.00,3.25,9,,159.60,179.00,1,3,7,2.0,2.0,0.0,6.1,7.1,-1.0,6.0,,,10.8,2.0,2.0,0,192,3,1.4,17,0,0,,,,,,,0,200,0,-0.05,-0.05,6/27/2025 12:40pm
Luke Shaw,MUN,D,453,12.75,1.82,34,,90.20,91.00,4,11,50,1.1,0.1,-1.0,3.4,6.5,-3.2,5.4,5.4,,7.8,7.5,-5.2,0,343,4,1.0,15,0,0,,,5.1,6.6,76,0,71,200,0,-0.06,-0.23,6/27/2025 12:40pm
Charlie Taylor,SOU,D,454,12.75,1.82,0,,300.00,300.00,3,8,21,7.1,6.8,-0.3,4.9,6.3,-1.4,11.8,,,11.6,8.1,6.0,0,350,4,1.0,18,0,0,,10.25,3.1,5.7,89,0,0,200,0,0.00,0.01,6/27/2025 12:40pm
Solly March,BHA,M,455,12.25,1.53,30,,82.50,67.00,1,3,8,0.3,0.3,0.0,7.1,8.7,-1.6,0.3,,,9.4,0.3,0.3,0,155,6,3.3,47,0,0,,,8.5,5.4,72,0,14,200,0,-0.07,-0.07,6/27/2025 12:40pm
